in01	in02	in03	in04	in05	in06	in07	in08	in09	in10	in11	in12	in13	in14	in15	in16	in17	Class
white	0.0082	0.01	0.04	0.01	6.9	0.15	0.29	low	0.033	14	82	0.99132	3.1	0.58	med	18.69	yes
red	0.058	0.58	0.15	0.2	9.1	0.4	0.5	very low	0.071	7	16	0.99462	3.21	0.69	standard	15.3	yes
white	0.0019	0.01	0.08	0.01	8	0.25	0.13	very sweet	0.036	49	219	0.9996	2.96	0.46	low	21.36	no
red	0.065	0.14	0.64	0.43	11.6	0.32	0.55	low	0.081	35	67	1.0002	3.32	0.92	med	46.33	yes
red	0.035	0.14	0.43	0.17	7.1	0.34	0.28	low	0.082	31	68	0.99694	3.45	0.48	low	26.89	no
white	0.0031	0.03	0.07	0.04	7.6	0.3	0.22	very sweet	0.049	57	191	0.9966	3.08	0.4	low	27.76	no
white	0.0059	0.07	0.05	0.02	6	0.19	0.29	very low	0.046	29	92	0.99033	3.22	0.53	med	12.24	no
red	0.036	0.82	0.26	0.28	6	0.5	0	very low	0.057	15	26	0.99448	3.36	0.45	low	26.13	no
white	0.002	0.02	0.03	0.05	6.5	0.24	0.39	very sweet	0.052	22	126	0.99888	3.11	0.47	low	23.54	no
white	0.0015	0.01	0.07	0.01	6.4	0.29	0.57	very low	0.06	15	120	0.9924	3.06	0.41	low	22.1	no
white	0.0077	0.09	0.02	0.04	7	0.3	0.38	very sweet	0.032	60	181	0.9983	3.18	0.61	low	22.95	yes
white	0.0046	0.1	0.03	0.01	6.6	0.46	0.49	sweet	0.052	19	184	0.9956	3.11	0.38	low	14.35	no
white	0.0068	0.04	0.07	0.06	7.2	0.34	0.3	very sweet	0.051	40	167	0.99756	3.48	0.62	low	22.34	no
red	0.044	0.44	0.14	0.39	12.8	0.3	0.74	low	0.095	9	28	0.9994	3.2	0.77	med	12.72	yes
white	0.0067	0.03	0.04	0.01	7.4	0.28	0.5	very sweet	0.049	48	122	0.9973	3.01	0.44	low	26.34	no
red	0.045	0.2	0.39	0.15	7.9	0.65	0.01	low	0.078	17	38	0.9963	3.34	0.74	standard	44.34	yes
white	0.0085	0.06	0.06	0.02	8.3	0.42	0.62	very sweet	0.04	41	172	1.0002	2.98	0.67	low	24.66	no
white	6e-4	0.03	0.05	0.03	6.6	0.21	0.31	very sweet	0.039	46	165	0.99795	3.41	0.44	low	27.71	yes
white	0.0038	0.09	0.08	0.01	8.2	0.3	0.44	very sweet	0.043	52	154	0.99452	3.04	0.33	standard	17.97	no
red	0.043	0.11	0.34	0.13	6.8	0.67	0	very low	0.08	22	39	0.99701	3.4	0.74	low	23.06	no
white	0.0029	0.03	0.05	0.03	7.4	0.31	0.74	very sweet	0.039	51	147	0.9977	3.02	0.43	low	16.35	no
red	0.045	0.35	0.31	0.19	6.4	0.57	0.02	very low	0.067	4	11	0.997	3.46	0.68	low	19.82	no
red	0.042	0.48	0.22	0.2	8.9	0.48	0.53	med	0.101	3	10	0.99586	3.21	0.59	standard	48.32	yes
white	5e-4	0.06	0.04	0.03	5.9	0.26	0.29	med	0.046	34	116	0.99224	3.24	0.41	med	15.21	no
red	0.051	0.55	0.29	0.45	7.3	0.67	0.02	low	0.072	31	92	0.99566	3.32	0.68	med	12.6	no
white	0.0051	0.03	0.02	0.03	6.9	0.26	0.49	very low	0.058	39	166	0.9965	3.65	0.52	low	27.4	no
white	0.0058	0.07	0.07	0.04	7.1	0.26	0.37	med	0.025	31	105	0.99082	3.06	0.33	standard	15.52	yes
white	0.006	0.02	0.04	0.02	6.8	0.22	0.26	very low	0.041	29	182	0.99104	3.04	0.35	med	19.35	no
white	0.0089	0.03	0.01	0.05	6.6	0.58	0.3	med	0.057	30	123	0.9949	3.24	0.38	low	20.63	no
white	0.0087	0.02	0.01	0.02	6.6	0.16	0.57	very low	0.13	58	140	0.9927	3.12	0.39	low	19.59	yes
red	0.049	0.78	0.49	0.12	8.7	0.52	0.09	low	0.091	20	49	0.9976	3.34	0.86	med	27.66	yes
white	0.0078	0.04	0.02	0.04	5.6	0.18	0.27	very low	0.03	31	103	0.98892	3.35	0.37	standard	29.79	no
white	0.0078	0.07	0.06	0.03	7	0.44	0.24	very sweet	0.056	68	210	0.99718	3.05	0.5	low	14.88	no
white	0.0015	0.01	0.02	0.01	8	0.22	0.31	med	0.049	24	97	0.993	3.1	0.42	med	13.59	no
red	0.068	0.18	0.25	0.18	8.1	0.87	0	low	0.084	10	31	0.99656	3.25	0.5	low	16.84	no
white	0.0069	0.02	0.06	0.03	8.2	0.37	0.64	very sweet	0.043	22	171	0.99873	2.99	0.8	low	23.48	no
white	0.0025	0.02	0.02	0.02	5.8	0.18	0.28	very low	0.034	9	94	0.99092	3.21	0.52	med	28.45	no
white	0.0077	0.08	0.02	0.05	8.3	0.28	0.4	sweet	0.041	38	194	0.9976	3.34	0.51	low	23.78	no
white	0.0045	0.03	0.03	0.03	7.4	0.16	0.3	very sweet	0.056	33	168	0.99825	2.9	0.44	low	14.86	yes
white	0.0035	0.05	0.07	0.02	7.4	0.25	0.28	sweet	0.028	14	78	0.99238	2.94	0.37	standard	24.2	yes
white	0.0072	0.1	0.02	0.02	6.2	0.29	0.23	very sweet	0.048	33	201	0.99612	3.11	0.56	low	28.93	no
white	0.0079	0.06	0.04	0.02	6.6	0.23	0.3	very sweet	0.051	33	118	0.99835	3.04	0.54	low	22.69	no
red	0.051	0.12	0.59	0.25	7	0.69	0.07	low	0.091	15	21	0.99572	3.38	0.6	med	13.07	no
white	0.0088	0.1	0.02	0.04	6.9	0.25	0.26	med	0.024	36	135	0.9948	3.16	0.72	med	27.04	yes
white	0.006	0.06	0.07	0.01	8.8	0.24	0.23	very sweet	0.032	12	97	0.99571	3.13	0.4	med	22.61	no
white	0.0026	0.04	0.03	0.02	6.6	0.38	0.29	low	0.136	15	93	0.99336	3.18	0.6	low	20.84	no
white	0.0067	0.08	0.01	0.05	6.4	0.16	0.42	very low	0.036	29	113	0.9908	3.18	0.52	med	28.26	no
white	0.0045	0.05	0.07	0.02	6	0.22	0.28	very low	0.034	47	90	0.98862	3.22	0.38	standard	20.58	no
white	0.003	0.01	0.04	0.03	6	0.23	0.34	very low	0.025	23	111	0.98961	3.36	0.37	standard	15.53	no
red	0.066	0.1	0.65	0.15	7.7	0.49	0.26	very low	0.062	9	31	0.9966	3.39	0.64	low	37.33	no
white	8e-4	0.05	0.04	0.04	5.9	0.27	0.27	very sweet	0.051	43	136	0.9941	3.25	0.53	med	18.75	no
white	0.0092	0.07	0.07	0.03	6.8	0.22	0.32	med	0.054	40	152	0.9938	3.2	0.57	med	16.97	no
white	0.0046	0.1	0.04	0.04	5.7	0.385	0.04	very sweet	0.034	22	115	0.9964	3.28	0.63	low	14.79	no
white	0.0048	0.01	0.01	0.02	7	0.15	0.38	very sweet	0.045	54	120	0.9975	3.18	0.42	low	21.26	no
white	0.0059	0.02	0.02	0.05	6.3	0.24	0.37	very low	0.031	6	61	0.9897	3.3	0.34	standard	23.52	no
white	0.0031	0.01	0.06	0.06	6.1	0.2	0.4	very low	0.028	32	138	0.9914	3.26	0.72	standard	23.62	no
red	0.062	0.69	0.22	0.4	8.2	0.43	0.29	very low	0.081	27	45	0.99603	3.25	0.54	med	30.93	no
white	0.0025	0.04	0.01	0.03	6	0.21	0.3	very sweet	0.036	47	127	0.99368	3.18	0.39	med	20.56	no
red	0.068	0.62	0.17	0.24	6.7	0.64	0.23	low	0.08	11	119	0.99538	3.36	0.7	med	36.82	no
white	0.0064	0.03	0.04	0.03	8	0.45	0.28	very sweet	0.051	25	157	0.9957	3.06	0.47	med	21.01	yes
white	0.0098	0.09	0.01	0.02	6.8	0.37	0.67	very low	0.175	16	98	0.99244	3.06	0.56	med	22.63	no
white	0.0083	0.03	0.07	0.04	7.2	0.25	0.28	very sweet	0.055	55	205	0.9986	3.12	0.38	low	12.54	yes
white	0.0017	0.04	0.08	0.02	5.9	0.31	0.3	sweet	0.047	60	206	0.995	3.2	0.39	low	28.63	no
white	0.0097	0.09	0.03	0.01	7.6	0.27	0.29	low	0.059	37	115	0.99328	3.09	0.37	low	25.78	no
white	0.0052	0.03	0.08	0.05	7.3	0.25	0.29	sweet	0.049	38	158	0.9965	3.43	0.38	low	25.7	no
white	0.0077	0.09	0.01	0.06	7.2	0.23	0.38	very sweet	0.058	55	194	0.9979	3.09	0.44	low	14.54	no
white	0.01	0.08	0.05	0.01	7.3	0.22	0.5	very sweet	0.049	56	189	0.9994	3.24	0.66	low	28.5	no
red	0.04	0.43	0.35	0.3	5.6	0.5	0.09	low	0.049	17	99	0.9937	3.63	0.63	standard	40.6	no
red	0.046	0.21	0.4	0.39	12.8	0.3	0.74	low	0.095	9	28	0.9994	3.2	0.77	med	10.26	yes
white	0.0068	0.05	0.05	0.03	6.8	0.27	0.22	very sweet	0.034	55	203	0.9961	3.19	0.52	low	23.55	no
red	0.043	0.36	0.3	0.43	7.7	0.715	0.01	low	0.064	31	43	0.99371	3.41	0.57	standard	36.37	no
white	0.0075	0.1	0.02	0.04	5.6	0.35	0.14	med	0.046	48	198	0.9937	3.3	0.71	med	17.53	no
white	0.0053	0.07	0.02	0.02	6.6	0.31	0.28	very low	0.035	28	107	0.98836	3	0.4	standard	15.59	no
white	0.0076	0.01	0.04	0.03	6.4	0.19	0.35	very sweet	0.043	40	106	0.99632	3.16	0.5	low	17.15	no
red	0.049	0.67	0.31	0.15	6.5	0.53	0.06	low	0.063	29	44	0.99489	3.38	0.83	med	21.84	no
white	0.0047	0.02	0.03	0.01	7.3	0.18	0.65	very low	0.046	28	157	0.9946	3.33	0.62	low	22.83	no
white	0.0064	0.05	0.01	0.05	6.9	0.3	0.33	med	0.035	26	155	0.9925	3.25	0.79	standard	29.85	yes
white	0.0069	0.05	0.06	0.02	6.8	0.64	0.08	very sweet	0.062	26	142	0.9972	3.37	0.46	low	16.78	no
red	0.06	0.43	0.46	0.35	6.2	0.45	0.2	very low	0.069	3	15	0.9958	3.41	0.56	low	31.7	no
red	0.035	0.11	0.49	0.35	8.9	0.61	0.49	low	0.27	23	110	0.9972	3.12	1.02	low	14.91	no
red	0.07	0.23	0.19	0.35	8.2	0.57	0.26	low	0.06	28	65	0.9959	3.3	0.43	med	44.98	no
white	0.0086	0.03	0.05	0.02	7.2	0.39	0.54	very low	0.157	34	132	0.99449	3.11	0.53	low	21.34	no
white	0.0026	0.03	0.03	0.04	6.6	0.22	0.53	very sweet	0.052	22	136	0.9986	2.94	0.35	low	21.2	no
white	4e-4	0.03	0.02	0.06	7	0.21	0.42	med	0.037	36	123	0.99321	3.14	0.52	med	17.35	no
white	0.0055	0.1	0.04	0.06	7.2	0.25	0.32	very low	0.054	24	105	0.99154	3.17	0.48	med	25.66	no
red	0.039	0.84	0.41	0.39	8	0.71	0	low	0.08	11	34	0.9976	3.44	0.53	low	40.13	no
white	9e-4	0.07	0.05	0.05	7.4	0.18	0.36	very sweet	0.056	72	163	1	3.42	0.35	low	15.51	no
white	0.0048	0.04	0.04	0.04	6.6	0.3	0.24	very low	0.034	17	121	0.9933	3.13	0.36	low	14.83	no
white	0.007	0.02	0.03	0.04	7.4	0.27	0.26	very sweet	0.053	55	173	0.99699	3.11	0.6	low	23.74	no
white	0.0023	0.06	0.01	0.01	7.2	0.27	0.46	very sweet	0.052	45	255	1	3.04	0.52	low	28.5	no
white	8e-4	0.05	0.01	0.02	7	0.27	0.36	very sweet	0.045	45	170	1.001	3	0.45	low	19.37	no
white	0.0038	0.02	0.01	0.02	7.1	0.31	0.25	very sweet	0.048	32	136	0.99663	3.14	0.4	low	22.29	no
white	0.0082	0.05	0.04	0.06	6.5	0.29	0.3	very sweet	0.051	25	166	0.99339	3.24	0.56	med	26.97	no
white	0.0052	0.04	0.08	0.03	6.3	0.26	0.42	sweet	0.045	62	209	0.99544	3.2	0.53	low	14.01	no
red	0.045	0.31	0.11	0.26	5	1.04	0.24	very low	0.05	32	96	0.9934	3.74	0.62	standard	49.43	no
white	0.0093	0.03	0.03	0.01	6.3	0.36	0.3	med	0.049	14	85	0.9932	3.28	0.39	med	25.58	no
red	0.062	0.44	0.5	0.15	8.2	0.64	0.27	low	0.095	5	77	0.99747	3.13	0.62	low	28.79	no
white	0.0079	0.02	0.05	0.02	6.8	0.18	0.24	very sweet	0.058	64	188	0.9952	3.13	0.51	med	13.21	no
white	0.0029	0.04	0.01	0.03	8.9	0.3	0.35	med	0.032	32	148	0.99458	3.15	0.45	standard	22.89	yes
red	0.052	0.3	0.45	0.33	7.3	0.39	0.31	low	0.074	9	46	0.9962	3.41	0.54	low	31.25	no
white	0.0066	0.04	0.04	0.05	7.5	0.17	0.32	very low	0.04	51	148	0.9916	3.21	0.44	standard	25.03	yes
white	3e-4	0.01	0.06	0.04	6.5	0.28	0.28	very sweet	0.047	54	210	0.9962	3.09	0.54	low	26.97	no
white	0.0068	0.01	0.04	0.06	6.1	0.18	0.38	low	0.033	28	111	0.98962	3.16	0.49	standard	23.96	no
white	0.0088	0.05	0.02	0.04	7.4	0.19	0.31	very sweet	0.045	39	193	0.9986	3.1	0.5	low	26.67	no
red	0.046	0.66	0.1	0.12	7.6	0.29	0.49	low	0.092	25	60	0.9971	3.31	0.61	med	28.36	no
white	0.0032	0.1	0.07	0.03	7.4	0.19	0.42	sweet	0.067	39	212	0.9958	3.3	0.33	low	16.51	no
white	0.0071	0.06	0.05	0.01	7.7	0.275	0.3	very low	0.039	19	75	0.992	3.01	0.56	med	17.38	no
red	0.043	0.41	0.42	0.36	8.3	0.655	0.12	low	0.083	15	113	0.9966	3.17	0.66	low	43.22	no
white	0.0091	0.02	0.04	0.05	5.9	0.29	0.32	very low	0.022	17	47	0.9899	3.35	0.35	standard	29.75	no
white	0.003	0.01	0.03	0.02	6.7	0.26	0.39	sweet	0.171	64	200	0.99562	3.19	0.38	low	19.86	no
white	8e-4	0.08	0.08	0.06	7.3	0.38	0.23	sweet	0.05	18	102	0.99304	3.1	0.55	med	12.56	no
red	0.048	0.69	0.13	0.43	9.3	0.715	0.24	low	0.07	5	20	0.9966	3.12	0.59	low	29.75	no
white	0.0015	0.09	0.03	0.02	6.7	0.21	0.34	very low	0.049	36	112	0.99091	3.02	0.5	med	18.98	no
white	0.0079	0.09	0.03	0.02	6.6	0.23	0.37	very sweet	0.036	46	153	0.99576	3.2	0.48	low	27.04	no
white	0.0041	0.1	0.07	0.01	8.6	0.23	0.4	med	0.035	17	109	0.9947	3.14	0.53	low	21.26	no
red	0.061	0.44	0.23	0.22	8.8	0.64	0.17	low	0.084	25	130	0.99818	3.23	0.54	low	41.28	no
white	0.0098	0.04	0.06	0.06	5.3	0.58	0.07	sweet	0.043	34	149	0.9944	3.34	0.57	low	23	no
white	0.0072	0.08	0.06	0.06	7.3	0.3	0.34	low	0.044	34	108	0.99105	3.36	0.53	standard	20.02	yes
white	0.0044	0.01	0.02	0.01	6.9	0.54	0.26	very sweet	0.049	59	195	0.99596	3.26	0.54	med	14.78	no
white	0.0046	0.06	0.02	0.06	6.2	0.24	0.29	very sweet	0.039	49	130	0.9952	3.33	0.46	med	28.65	yes
red	0.062	0.59	0.44	0.43	8.3	0.61	0.3	low	0.084	11	50	0.9972	3.4	0.61	med	15.4	no
white	0.0078	0.1	0.02	0.01	6.5	0.25	0.5	sweet	0.047	54	184	0.99572	3.17	0.45	low	17.16	no
white	0.0088	0.03	0.05	0.03	7.4	0.26	0.43	sweet	0.022	22	125	0.9928	3.13	0.55	standard	13.91	no
white	0.0026	0.07	0.03	0.04	6.3	0.26	0.29	low	0.043	35	175	0.9918	3.38	0.43	standard	19.94	no
white	0.0067	0.08	0.05	0.06	6.9	0.32	0.16	very low	0.051	15	96	0.994	3.22	0.38	low	26.73	no
white	0.0048	0.08	0.01	0.03	6.9	0.25	0.35	very sweet	0.034	42	150	0.9947	3.21	0.36	standard	12.44	no
white	0.0097	0.09	0.05	0.01	6	0.36	0.06	very low	0.066	27	128	0.9934	3.26	0.55	low	25.01	no
white	0.0079	0.08	0.07	0.05	7.3	0.26	0.33	very sweet	0.057	48	127	0.99693	3.1	0.55	med	17.02	no
white	0.0025	0.1	0.05	0.04	6.9	0.28	0.41	very low	0.016	6	55	0.98876	3.16	0.4	standard	28.78	no
red	0.046	0.49	0.5	0.23	6.8	0.59	0.1	very low	0.063	34	53	0.9958	3.41	0.67	low	37.08	no
white	0.0092	0.01	0.08	0.02	6.1	0.34	0.27	low	0.024	20	105	0.9906	3.4	0.67	standard	27.21	yes
white	0.0086	0.01	0.05	0.06	6.1	0.44	0.28	med	0.032	43	132	0.9916	3.26	0.47	med	14.05	yes
red	0.067	0.21	0.44	0.35	11.9	0.39	0.69	low	0.095	17	35	0.9994	3.1	0.61	med	15.52	no
red	0.046	0.62	0.42	0.4	7.9	0.3	0.68	very sweet	0.05	38	289	0.99316	3.01	0.51	standard	35.41	yes
red	0.055	0.74	0.4	0.24	6.8	0.91	0.06	low	0.06	4	11	0.99592	3.53	0.64	med	39.26	no
white	0.0051	0.01	0.05	0.03	5.6	0.49	0.13	med	0.039	17	116	0.9907	3.42	0.9	high	20.2	yes
white	3e-4	0.07	0.08	0.01	8.6	0.23	0.46	very low	0.054	9	72	0.9941	2.95	0.49	low	25.55	no
white	4e-4	0.04	0.07	0.04	6.8	0.18	0.3	very sweet	0.062	19	171	0.99808	3	0.52	low	15.36	yes
red	0.065	0.15	0.26	0.44	7.2	0.605	0.02	very low	0.096	10	31	0.995	3.46	0.53	standard	17.19	no
white	0.0034	0.05	0.07	0.03	6.2	0.26	0.37	sweet	0.047	54	201	0.99523	3.19	0.48	low	19.47	no
red	0.044	0.81	0.57	0.19	7.5	0.57	0.08	low	0.089	14	27	0.99592	3.3	0.59	med	36.55	no
white	0.0017	0.08	0.03	0.04	6.7	0.45	0.3	med	0.036	27	165	0.99122	3.12	0.46	standard	18.26	no
red	0.066	0.67	0.5	0.17	5.5	0.49	0.03	very low	0.044	28	87	0.9908	3.5	0.82	high	38.7	yes
red	0.064	0.75	0.64	0.14	6.4	0.36	0.53	low	0.23	19	35	0.9934	3.37	0.93	standard	48.66	no
white	0.0025	0.03	0.04	0.03	7	0.32	0.31	sweet	0.031	38	115	0.99235	3.38	0.58	standard	23.66	yes
white	0.0021	0.04	0.02	0.04	7	0.29	0.54	very sweet	0.046	59	234	0.9966	3.05	0.61	low	17.28	no
red	0.06	0.37	0.21	0.4	6.9	0.48	0.2	very low	0.082	9	23	0.99585	3.39	0.43	low	41.89	no
white	0.01	0.03	0.03	0.06	6.6	0.23	0.18	very sweet	0.044	59	188	0.99558	3.16	0.49	low	26.34	no
white	0.0026	0.01	0.02	0.05	9	0.55	0.3	very sweet	0.026	14	71	0.993	2.94	0.36	standard	17.42	no
red	0.059	0.24	0.62	0.21	7.1	0.22	0.49	very low	0.039	8	18	0.99344	3.39	0.56	standard	12.4	no
white	0.0075	0.03	0.02	0.05	6.1	0.14	0.25	very low	0.047	37	173	0.9925	3.35	0.46	med	23	no
white	0.0019	0.08	0.02	0.03	7.9	0.51	0.36	sweet	0.051	30	173	0.9984	3.09	0.53	low	12.17	no
white	0.005	0.03	0.05	0.06	6.8	0.28	0.4	very sweet	0.048	48	167	1.001	2.93	0.5	low	23.38	no
white	0.0072	0.09	0.07	0.02	6.6	0.36	0.52	very sweet	0.046	8	110	0.9966	3.07	0.46	low	13.08	no
white	0.0043	0.1	0.05	0.05	6.2	0.25	0.25	very low	0.03	35	105	0.9912	3.3	0.44	med	13.42	yes
white	0.0034	0.07	0.08	0.06	6.8	0.23	0.31	low	0.047	40	122	0.99126	3.06	0.64	med	22.4	yes
white	0.0041	0.04	0.04	0.02	5.4	0.24	0.18	low	0.05	22	145	0.99207	3.24	0.46	med	16.1	no
white	0.0036	0.06	0.01	0.04	7.4	0.35	0.2	very sweet	0.054	63	229	0.99888	3.11	0.5	low	29.12	no
white	0.0013	0.04	0.08	0.05	5.7	0.21	0.37	med	0.04	58	140	0.99332	3.29	0.62	med	22.72	no
white	0.0098	0.04	0.05	0.02	6.4	0.25	0.28	med	0.03	29	98	0.99024	3.09	0.58	standard	20.44	yes
red	0.059	0.56	0.53	0.1	7	0.56	0.13	very low	0.077	25	42	0.99629	3.34	0.59	low	44.88	no
white	5e-4	0.08	0.05	0.06	7.1	0.44	0.62	very sweet	0.044	52	152	0.9975	3.12	0.46	low	13.28	no
white	0.0055	0.01	0.06	0.01	6.6	0.56	0.22	very sweet	0.034	27	133	0.99675	3.2	0.51	low	15.34	no
white	0.0045	0.03	0.04	0.04	6.6	0.24	0.28	very low	0.028	39	132	0.99182	3.34	0.46	med	25.2	no
white	0.0093	0.09	0.01	0.05	6.2	0.26	0.19	low	0.049	47	172	0.9924	3.14	0.43	med	18.93	no
white	0.0054	0.06	0.01	0.02	6.8	0.18	0.38	very low	0.038	35	111	0.9918	3.32	0.59	med	14.1	yes
red	0.037	0.66	0.44	0.11	7.4	0.49	0.27	low	0.071	14	25	0.99388	3.35	0.63	standard	33.57	no
white	0.003	0.05	0.07	0.01	6.6	0.35	0.29	very sweet	0.044	54	177	0.9991	3.17	0.58	low	18.79	no
white	0.005	0.02	0.02	0.06	7	0.25	0.33	low	0.021	17	76	0.99021	3.26	0.45	standard	25.07	no
white	0.0036	0.02	0.01	0.05	5.3	0.2	0.31	low	0.036	22	91	0.99278	3.41	0.5	low	16.63	no
white	0.0019	0.1	0.04	0.02	5.7	0.32	0.5	low	0.049	17	155	0.9927	3.22	0.64	med	14.68	no
red	0.04	0.62	0.63	0.42	12.7	0.6	0.49	low	0.075	5	19	0.9994	3.14	0.57	med	32.01	no
red	0.058	0.8	0.59	0.11	10.4	0.26	0.48	very low	0.066	6	10	0.99724	3.33	0.87	med	49.71	no
white	0.0083	0.08	0.02	0.03	6.2	0.18	0.38	very low	0.028	36	117	0.993	3.47	0.54	low	13.77	no
white	0.0033	0.05	0.02	0.04	7.5	0.21	0.34	very low	0.06	26	111	0.9931	3.51	0.47	med	20.74	no
red	0.052	0.16	0.47	0.12	8.7	0.82	0.02	very low	0.07	36	48	0.9952	3.2	0.58	low	17.07	no
red	0.046	0.17	0.5	0.45	11	0.26	0.68	low	0.085	10	25	0.997	3.18	0.61	standard	42.33	no
red	0.059	0.57	0.58	0.12	9.4	0.685	0.11	low	0.077	6	31	0.9984	3.19	0.7	med	29.91	no
white	9e-4	0.01	0.08	0.02	6.3	0.21	0.29	very sweet	0.048	49	147	0.99482	3.22	0.38	med	29.71	no
white	0.0047	0.01	0.07	0.01	7.5	0.14	0.34	very low	0.055	50	153	0.9945	3.29	0.8	low	18.54	no
white	9e-4	0.1	0.05	0.05	7.1	0.2	0.31	sweet	0.053	32	211	0.99587	3.31	0.59	med	21.01	no
white	0.0063	0.01	0.03	0.02	6.6	0.15	0.32	sweet	0.033	59	128	0.99192	3.19	0.71	standard	19.91	yes
white	0.0041	0.03	0.06	0.06	7	0.15	0.28	very sweet	0.051	29	149	0.99792	2.96	0.39	low	23.91	yes
white	0.0024	0.07	0.04	0.04	7.2	0.23	0.38	very sweet	0.058	55	194	0.9979	3.09	0.44	low	23.98	no
white	0.0046	0.01	0.02	0.04	6.5	0.43	0.28	very sweet	0.056	23	174	0.9986	3.31	0.55	low	17.06	no
white	0.0094	0.01	0.02	0.02	7.2	0.33	0.22	med	0.031	10	73	0.99076	2.97	0.52	standard	13.49	yes
white	0.0024	0.07	0.06	0.02	6.2	0.27	0.43	sweet	0.056	48	244	0.9956	3.1	0.51	low	24.93	no
white	8e-4	0.05	0.05	0.02	7.4	0.26	0.29	low	0.048	14	73	0.9915	3.06	0.45	med	26.34	no
white	8e-4	0.04	0.05	0.03	6.4	0.14	0.31	very low	0.034	53	138	0.99084	3.38	0.35	standard	18.46	yes
white	0.0071	0.1	0.06	0.04	5.3	0.36	0.27	sweet	0.028	40	132	0.99186	3.37	0.4	standard	19.36	no
red	0.04	0.24	0.2	0.36	7.8	0.46	0.26	very low	0.088	23	53	0.9981	3.43	0.74	low	26.93	no
white	0.0071	0.02	0.06	0.03	7.1	0.21	0.3	very low	0.037	45	143	0.9932	3.13	0.33	low	27.46	no
white	0.0039	0.1	0.08	0.04	7.5	0.29	0.67	very sweet	0.037	53	166	0.9966	2.9	0.41	low	24.59	no
white	2e-4	0.06	0.03	0.02	7.8	0.26	0.31	low	0.025	22	100	0.99066	2.99	0.47	standard	12.56	yes
white	0.0077	0.02	0.03	0.05	7.8	0.2	0.24	very low	0.026	26	189	0.991	3.08	0.74	standard	12.35	yes
white	0.0043	0.08	0.07	0.01	7.4	0.3	0.49	very sweet	0.055	49	188	0.9974	3.52	0.58	low	16.97	no
red	0.057	0.69	0.13	0.3	7.5	0.27	0.34	low	0.05	4	8	0.9951	3.4	0.64	med	21.98	yes
white	0.0092	0.01	0.02	0.04	8.8	0.33	0.44	sweet	0.024	9	87	0.9917	2.96	0.4	standard	20.34	yes
white	0.0045	0.05	0.01	0.05	6.8	0.35	0.44	sweet	0.056	31	161	0.9952	3.14	0.44	low	24.76	no
red	0.066	0.15	0.6	0.38	7	0.36	0.21	low	0.086	20	65	0.99558	3.4	0.54	med	33.74	no
white	0.0051	0.03	0.01	0.04	7.2	0.32	0.33	very low	0.029	29	109	0.9902	3.15	0.51	standard	12.61	yes
white	0.0044	0.04	0.06	0.01	6.4	0.21	0.28	med	0.047	29	101	0.99278	3.15	0.4	med	22.55	no
white	0.0085	0.03	0.08	0.06	6.9	0.28	0.27	low	0.036	42	121	0.9926	3.42	0.49	med	21.63	yes
white	0.001	0.01	0.03	0.06	6.6	0.24	0.24	very sweet	0.034	25	135	0.99582	3.33	0.59	med	14.81	no
white	0.0036	0.03	0.06	0.03	6.6	0.4	0.3	med	0.038	20	125	0.99204	3.36	0.73	standard	15.16	no
red	0.051	0.21	0.5	0.26	7.8	0.55	0.35	low	0.074	21	66	0.9974	3.25	0.56	low	21	no
white	0.008	0.06	0.05	0.06	6.2	0.2	0.25	very sweet	0.055	8	120	0.99767	3.19	0.53	low	12.59	no
white	0.0083	0.02	0.05	0.05	7.3	0.655	0.2	very sweet	0.071	28	212	0.9971	2.96	0.58	low	13.08	no
white	0.0059	0.05	0.08	0.02	5	0.33	0.18	med	0.032	40	124	0.99114	3.18	0.4	med	24.13	no
white	4e-4	0.04	0.01	0.01	6.1	0.24	0.26	very low	0.033	61	134	0.9903	3.19	0.81	standard	27.95	yes
white	0.0088	0.05	0.01	0.05	6.4	0.19	0.42	low	0.032	32	83	0.9908	3.3	0.41	standard	14.9	no
white	0.002	0.04	0.04	0.06	5.5	0.35	0.35	very low	0.045	14	167	0.992	3.34	0.68	low	17.79	no
white	0.0032	0.01	0.07	0.04	7.5	0.21	0.68	very sweet	0.045	38	133	0.9978	3	0.36	low	19.35	no
white	0.0081	0.06	0.01	0.01	8.8	0.23	0.74	low	0.042	15	126	0.9934	3.02	0.51	med	21.34	no
red	0.039	0.26	0.32	0.35	6.3	0.76	0	low	0.072	26	52	0.99379	3.51	0.6	standard	39.99	no
red	0.039	0.38	0.51	0.33	6.4	0.36	0.21	low	0.047	26	48	0.99661	3.47	0.77	low	14.1	no
white	0.0083	0.03	0.07	0.01	6.5	0.28	0.35	very sweet	0.067	61	180	0.9972	3.15	0.57	low	25.82	no
red	0.038	0.58	0.33	0.32	6.9	0.63	0.33	sweet	0.235	66	115	0.99787	3.22	0.56	low	23.07	no
white	0.0025	0.07	0.03	0.06	8.8	0.27	0.25	med	0.024	52	99	0.9925	2.87	0.49	med	16.6	no
red	0.059	0.5	0.34	0.17	6	0.33	0.32	very sweet	0.054	6	113	0.99572	3.3	0.56	standard	17.32	no
white	2e-4	0.04	0.08	0.01	6.4	0.31	0.38	low	0.038	19	102	0.9912	3.17	0.35	med	18.09	yes
